0,88139.0
1,88139.0
2,86559.0
3,86559.0
4,86559.0
5,86559.0
6,86048.0
7,83710.0
8,83710.0
9,83710.0
10,83710.0
11,83710.0
12,83710.0
13,83710.0
14,83710.0
15,82944.0
16,82944.0
17,82944.0
18,82944.0
19,82944.0
20,82944.0
21,82944.0
22,82944.0
23,82944.0
24,82944.0
25,82944.0
26,82881.0
27,82124.0
28,81395.0
29,81122.0
30,81122.0
31,80846.0
32,80050.0
33,80050.0
34,80050.0
35,80050.0
36,80050.0
37,80050.0
38,80050.0
39,80050.0
40,80050.0
41,80050.0
42,80050.0
43,80050.0
44,80050.0
45,80050.0
46,80050.0
47,80050.0
48,80050.0
49,80050.0
50,80050.0
51,80050.0
52,80050.0
53,80050.0
54,80050.0
55,80050.0
56,80050.0
57,80050.0
58,80050.0
59,80050.0
60,80050.0
61,80050.0
62,80050.0
63,80050.0
64,80050.0
65,80050.0
66,80050.0
67,80050.0
68,80050.0
69,80050.0
70,80050.0
71,80050.0
72,80050.0
73,80050.0
74,78546.0
75,78288.0
76,77991.0
77,77991.0
78,77991.0
79,77719.0
80,77719.0
81,77719.0
82,77719.0
83,77567.0
84,77567.0
85,77567.0
86,77567.0
87,77567.0
88,77323.0
89,77270.0
90,76590.0
91,76590.0
92,76590.0
93,76590.0
94,76590.0
95,76590.0
96,76590.0
97,76590.0
98,76590.0
99,76590.0
