0,86905.0
1,86905.0
2,86905.0
3,86905.0
4,85767.0
5,85767.0
6,85767.0
7,85767.0
8,85767.0
9,85767.0
10,85767.0
11,85767.0
12,85767.0
13,85767.0
14,85767.0
15,85767.0
16,85767.0
17,85767.0
18,85767.0
19,85767.0
20,85767.0
21,85767.0
22,85767.0
23,85767.0
24,85083.0
25,85083.0
26,85083.0
27,85083.0
28,83337.0
29,83337.0
30,83337.0
31,83337.0
32,83337.0
33,83337.0
34,83337.0
35,83337.0
36,83337.0
37,83337.0
38,83337.0
39,82917.0
40,82917.0
41,82917.0
42,82917.0
43,82917.0
44,82917.0
45,82917.0
46,82917.0
47,82917.0
48,82917.0
49,82917.0
50,82917.0
51,82917.0
52,82917.0
53,82917.0
54,82917.0
55,82917.0
56,82917.0
57,82917.0
58,82917.0
59,82917.0
60,82917.0
61,82917.0
62,82917.0
63,82917.0
64,82917.0
65,82917.0
66,82917.0
67,82917.0
68,82917.0
69,82917.0
70,82917.0
71,82917.0
72,82917.0
73,82917.0
74,82917.0
75,82917.0
76,82917.0
77,82917.0
78,82917.0
79,82917.0
80,82917.0
81,82917.0
82,82917.0
83,82917.0
84,82917.0
85,82917.0
86,82917.0
87,82917.0
88,82917.0
89,82917.0
90,82917.0
91,82917.0
92,82917.0
93,82917.0
94,82917.0
95,82917.0
96,82917.0
97,82917.0
98,82917.0
99,82917.0
